,sentence,neu_list,pos_list,neg_list
351,середина полина сергеевна,0.7371681928634644,0.0,0.0
352,как писать заявление в трудовую инспекцию,0.5621865391731262,0.0,0.1824355274438858
353,нужны ли драйвера для микрофона меня не слышно в общем может что с настройками где посмотреть,0.7826725244522095,0.0,0.24509501457214355
354,а вы пишете письма в прошлое о чем они,0.9399233460426331,0.0,0.2814156115055084
355,всем привет а санки к зиме уже можно готовить или зимы не будет,0.26285186409950256,0.0,0.287777841091156
356,кстати да,0.538993239402771,0.348655104637146,0.0
357,а вы в каком полушарии живете,0.9591643214225769,0.0,0.0
358,секс и алкоголь,0.44553956389427185,0.0,0.0
359,какое наслаждение можно получать от игры,0.7057950496673584,0.3923468291759491,0.0
360,это глупо,0.9808859825134277,0.0,0.01283121295273304
361,куда катится мир и куда катиться россися,0.6723417043685913,0.0,0.0
362,у вас жарко,0.997894287109375,0.0,0.0
363,можно ли в ванной постелить линолиум полы изначально деревянные,0.754925012588501,0.2509227991104126,0.0
364,что вы читаете помимо ответовна ваши вопросы книги или журнальчики,0.993317186832428,0.0,0.0
365,самый жесткий фильм что я смотрел,0.6224693655967712,0.2509227991104126,0.0
366,когда мужчины научатся нас женщин понимать,0.38492217659950256,0.0,0.0
367,когда россия полностью перейдет электронные деньги,0.8519628047943115,0.0,0.16886694729328156
368,вы любите тишину,0.9615437984466553,0.0,0.0
369,как можно сохранить байкал,0.9324633479118347,0.0,0.0
370,а если до свадьбы не зажило что делать,0.3775506913661957,0.0,0.0
371,с подвыподвертом,0.9928885698318481,0.0,0.0
372,мальчики а вы любите сладких девочек,0.21734751760959625,0.13297423720359802,0.0
373,что вы больше любите водку и пиво или секс а почему,0.0,0.0,0.29422497749328613
374,уже говорил,0.9947898983955383,0.0,0.06009664759039879
375,uhm hey does anyone speak english around here,0.9715740084648132,0.14805719256401062,0.0
376,в будущем многие дети будут зачинаться и рости в пробирках и инкубаторах в лабораториях как вы считаете,0.7931159734725952,0.0,0.048867784440517426
377,точно не глушак,0.9928885698318481,0.0,0.0
378,что обозначает слово радость,0.0,0.8519628047943115,0.04469086229801178
379,ну очень даже неплохо ну,0.0,0.7981967926025391,0.8479777574539185
380,как создать второй мой мир,0.6370407938957214,0.14034625887870789,0.0
381,у вас авто в гараже или на улице всегда большинство ведь на улице хранит и не имеет гаражей,0.348655104637146,0.0,0.4301573634147644
382,утром по тв сюжет о моделях туда специально девушек с такими личиками берут чтобы от созерцания одежды не отвлекать,0.8267217874526978,0.0,0.1067005917429924
383,скажите адрес организации которая выдает коды оквэд или ссылку на сайт спасибо,0.7879412174224854,0.0,0.03022458776831627
384,как обьяснит котенку что собираемся его съесть,0.7879412174224854,0.0,0.0
385,тебе не нравится он,0.5000100135803223,0.06009664759039879,0.0
386,почему нам в конце всегда забивают я про анжи,0.4765896201133728,0.0,0.26285186409950256
387,а вам не кажется подозрительным что роботы торент-сайтов требуют доказать что мы не роботы,0.812877357006073,0.0,0.22816647589206696
388,зачем уверенным в своей внешности и красоте людям распространяться своими фотками везде,0.3923468291759491,0.0,0.0
389,противно смотреть на бедных студентов да,0.9241518378257751,0.0,0.1259327530860901
390,да анальной терапией,0.8840492963790894,0.0,0.08757384121417999
391,можно ли пророка найти в своем отечестве,0.7371681928634644,0.0980893224477768,0.0
392,и тихо в омут глянувнебрежно прикоснувшись в глубьмой дух застыл я будто пьяныйнадеюсь сон надеюсь я проснусья мимо зданий и прохожихмимо осенни лепестковмимо руин лесов заброшексебя найти так и не смогмне ангел прямо намекал о том что ноги нам врагино я не слушал и шагалпришел к обрыву сатаныне поднимается рука слова красиво рифмовать это не кризис а пустотадуша моя хочет дышатьдуша желает быть свободнойот злых и темных голосовведь когда постоянно больнодуша не чувствует любовь и снова белый город в тени застроеных домовмне нашептал и я все понялно оказалось это ложьи краем уха громкий хохот услышав я ушел бы прочьподаться некуда а был ли повод сбегать от мира подарившего восторги потеряв не золото не гору жалких денегпод дикий рев железного орлапронзает сердце мне свинцовый ветеря бьюсь с самим собою до конца,0.0,0.0,0.287777841091156
393,можно сделать рентген в любой клинике если военкомат направил в клинику по месту прописки,0.9344051480293274,0.08036746829748154,0.0
394,какие способности нужней для карьериста коммуникативные или организаторские,0.9697954058647156,0.0,0.04604391008615494
395,как же я рад видеть знакомые никнеймы,0.7310686111450195,0.7122421860694885,0.0
396,вам сложно любить себя и любите ли вы себя,0.46102678775787354,0.3007555902004242,0.0
397,а что ты можешь рассказать о себе,0.9466066956520081,0.0,0.0
398,что вы тут мои денежки,0.812877357006073,0.0,0.0
399,та я ведрами пью,0.9579222798347473,0.0,0.0
400,у нас снег,0.5000100135803223,0.0,0.0
401,труба дружба ,0.13661839067935944,0.0,0.0
402,привет киса,0.0,0.0,0.0
403,от чего вас тошнит в людях от каких качеств и много ли рядом таких людей от которых вас тошнит,0.3629792034626007,0.0,0.287777841091156
404,развод после лет брака какова вероятность новых отношений у девушки,0.5544804334640503,0.0,0.16886694729328156
405,что делать с неадекватным сотрудником неадекватность выражается в приступах агрессии нецензурной бранью и прочее,0.23935934901237488,0.0,0.4843900501728058
406,я тебе спою мишу шифутинского,0.33459946513175964,0.0,0.0
407,сейчас пойду на выборы так за кого голосовать то второй вопрос-если едро победит то все скажут что это подстроено,0.880807101726532,0.0,0.1520422399044037
408,зачем лгала ты и зачем мой слух уже не отличает лжи от правды,0.1520422399044037,0.0,0.771853506565094
409,можно ли забеременеть если трахнули мозг,0.0,0.0,0.29422497749328613
410,что делать если бог не помогает в исполнении мечты,0.880807101726532,0.0,0.05034062638878822
411,хорошо что не с жиденьким,0.0,0.8080772161483765,0.020342351868748665
412,что такое план личного финансирования,0.9875783920288086,0.034110426902770996,0.0
413,чем отличается умный человек от мудрого,0.0,0.14034625887870789,0.19194278120994568
414,а почему вы любите короткие вопросы,0.9496793746948242,0.0,0.275139719247818
415,тетя обучающая ненавидеть других женщин это отличный наставник,0.0,0.6001983880996704,0.30736804008483887
416,своровал,0.9416641592979431,0.0,0.0
417,иди в дом пей чай,0.9124462008476257,0.0,0.0
418,еще дела есть,0.9149109721183777,0.0,0.0
419,какие фильмы получились лучше книги,0.9219318628311157,0.5078218579292297,0.0
420,это как,0.9987257122993469,0.0,0.0019977742340415716
421,количество именитых верующих доказывает лишь то что мракобесию и зомбированию подвержены любые умы,0.7431780099868774,0.0,0.2689514458179474
422,а толку от жалости она ей не помогла кв получить были бы рядом люди как мы чтоб носом ткнули вовремя она б уже в своей хате сидела,0.2814156115055084,0.0,0.2568419873714447
423,что у меня на аватарке,0.7879412174224854,0.0,0.0
424,как стать стервой,0.9304682612419128,0.0,0.3276783227920532
425,не люблю песню выпускной ,0.0,0.9802908897399902,0.0
426,вы на встречи часто опаздываете,0.6370407938957214,0.0,0.08510905504226685
427,димочка ты просто многого не знаешь,0.4225146472454071,0.0,0.0
428,что такое природа,0.994455099105835,0.08270734548568726,0.0
429,шма ебтвоюмать,0.7186043858528137,0.0,0.0
430,не говори за всех,0.9481645226478577,0.0,0.0
431,здравствуйте,0.9173126816749573,0.0,0.0
432,кто ты,1.0000100135803223,0.0,1.0000003385357559e-05
433,вам часто деньги снятся отбиваетесь,0.44553956389427185,0.0,0.348655104637146
434,что делаете в ответ когда вас подрезают на дороге,0.8175845146179199,0.0,0.1520422399044037
435,нужны ли нам флизелиновые обои какой толк от флизелина и не опасен ли он для здоровья,0.5775054097175598,0.0,0.3140605390071869
436,черное и белое всегда борьба двух мнений борьба когда играют да и нет,0.6224693655967712,0.0,0.6001983880996704
437,как справиться с кризисом без водки,0.7431780099868774,0.0,0.0
438,как богатому пережить кризис,0.7981967926025391,0.0,0.0
439,какой для вас самый лучший способ проведения досуга с любимым человеком,0.3415925204753876,0.3702353835105896,0.0
440,если есть скорость света то есть и скорость тьмы,0.38492217659950256,0.0,0.0
441,можно ли быть независимым от собственных эмоций как это достигается,0.4301573634147644,0.3140605390071869,0.0
442,чем то принципиальным отличается порядочная женщина от порядочного мужчины,0.4301573634147644,0.21207880973815918,0.0
443,блин зачем я в такую рань проснулась,0.0,0.1778208613395691,0.8439050912857056
444,любовь женское счастье счастливый брак это про меня,0.02596735954284668,0.979677677154541,0.0
445,юля чтото пропала,0.0,0.0,0.3007555902004242
446,я все знаю,0.9916942119598389,0.02596735954284668,0.0
447,главное теперь знаешь что тебе нравится а что нет,0.4301573634147644,0.275139719247818,0.0
448,можно ли выйдя из тела смотря на небо увидеть рай,0.30736804008483887,0.3702353835105896,0.0
449,это магазин клавиатур для профессионалов,0.9659096002578735,0.0,0.02596735954284668
450,я знаю случаи когда и в этих ситуациях изменяют,0.9814634323120117,0.0,0.14415885508060455
451,неа вообще,0.1732981950044632,0.0,0.18714269995689392
452,женщина если тобой не интересуются мужчины то для чего ты существуешь,0.9755869507789612,0.0,0.0
453,достаточное количество воды может немного спасти ситуацию,0.9344051480293274,0.0,0.09010298550128937
454,современная музыка лучше или хуже музыки прошлого,0.6224693655967712,0.1294127255678177,0.0
455,и когда вы становитесь ангелочком только тогда когда что-то надо или как,0.7931159734725952,0.0,0.3140605390071869
456,какое самое русское блюдо,0.6926519870758057,0.0,0.3276783227920532
457,я прошел игру томб райдер ,0.9732507467269897,0.0,0.0
458,а ваши родители знают что вы умные и сидите на ответах,0.880807101726532,0.0,0.0
459,чего не хватает во мне чтобы стать другим,0.9073222279548645,0.0,0.2509227991104126
460,можно ли намордник одеть на карнавал вместо маски собаки,0.4843900501728058,0.4843900501728058,0.0
461,нужно ли бабушкам и дедушкам вмешиваться в воспитание внуков,0.3923468291759491,0.0,0.0
462,что делать когда нечего делать с пользой для себя,0.9553291201591492,0.0,0.320831298828125
463,чем пахнет от людей,0.839743971824646,0.0,0.3276783227920532
464,вам когда рояль надоедает выче с ним делаете,0.41490885615348816,0.0,0.3775506913661957
465,и будь ты в моем городе,0.8962613940238953,0.040855713188648224,0.0
466,с какой периодичностью нужно сканироватьмужа на вирусы,0.9836069941520691,0.0,0.09535945951938629
467,кус кус макароны -это по сути одно и тоже что еще -из одного теста так сказать,0.59267657995224,0.0,0.14034625887870789
468,да тут дело уже жо принципа дошло,0.0,0.0,0.8439050912857056
469,когда чтото успело прозойти,0.9553291201591492,0.0,0.03022458776831627
470,пропал значек с панели задач от центра обновлений виндоус как вернуть,0.4301573634147644,0.0,0.16886694729328156
471,а что вот вас раздражает в телевизоре,0.5698626637458801,0.0,0.1294127255678177
472,бери выше,0.5544804334640503,0.0,0.0
473,каким кремом для лица на ночь вы пользуетесь,0.5544804334640503,0.0,0.0
474,у него погоняло  бобер,0.7879412174224854,0.1259327530860901,0.0
475,что делать если купил трусы на три размера больше,0.8221991658210754,0.0,0.0
476,как правельно готовить картофель под чесночно-сливочным соусом,0.9763205647468567,0.0,0.048867784440517426
477,как отрастить яйса,0.9859463572502136,0.0,0.0
478,почему мужчина вечно должен женщине а что тогда она ему должна,0.29422497749328613,0.0,0.0
479,а вы дружбу сами предлагаете ил ждете когда ее вам предложат,0.812877357006073,0.0,0.16886694729328156
480,ну нет,0.9871888160705566,0.0,0.771853506565094
481,соласитесь выборы мэра судьи начальника полиции более важны чем выборы президента а их отняли,0.9790457487106323,0.0,0.1097157895565033
482,жанр какой хош,0.46102678775787354,0.0,0.3276783227920532
483,подскажите пожалуста чем лудше и эфективнее лечить гемотому,0.8872146010398865,0.0,0.0
484,а находясь в подвешенном состояние вы чем там занимаетесь,0.6370407938957214,0.0,0.0
485,у меня нет времени,0.9433575868606567,0.0,0.0
486,интересно всегда-ли образование признак ума,0.6297846436500549,0.0,0.2509227991104126
487,она бы их еще до подмышек натянула,0.3923468291759491,0.21734751760959625,0.0
488,а я помнила,1.0000100135803223,0.0,0.0
489,скажите здесь ведь можно поворачивать влево в разрыве двойной сплошной,0.91965252161026,0.0,0.07370626926422119
490,девушки почему вы считаете что футбол и рыбалка-это лучшие развлечения мужчины,0.15611489117145538,0.0,0.3007555902004242
491,а правда ли что есть салон где навсегда выпрямляют волосы,0.754925012588501,0.0,0.22271016240119934
492,на каком сайте можно онлайн сделать полис с иностранными правами,0.9896818399429321,0.0,0.02369946800172329
493,а мне казалось что я искусственный интеллект,0.6654205918312073,0.3775506913661957,0.0
494,подскажите вид боевых искусств такой как тэквандо только для самообороны,0.9886782765388489,0.03515484184026718,0.0
495,а мужа мне так и не нашли,0.9019306898117065,0.0,0.21734751760959625
496,как выличить сильную головную боль,0.5000100135803223,0.0,0.4225146472454071
497,почему так сложно хоть что то создать,0.4688006341457367,0.0,0.5544804334640503
498,евреи на украине это норма но украинцы в израиле это нонсенс,0.275139719247818,0.0,0.7931159734725952
499,а что будет если все зануды соберутся под эгидой нравоучения,0.8903042674064636,0.0,0.08510905504226685
500,это надо исправлять :,0.9956784844398499,0.0,0.0
501,какая колыбельная на ночь лучше чтоб слаще спалось,0.0,0.3415925204753876,0.0
502,о чем вы думаете перед сном,0.9763205647468567,0.0,0.0
503,кто-нибудь пропивал курс линекс если да то оказывает ли он положительный эффект для кожи,0.9579222798347473,0.0,0.0
504,возможно ли через куни подцепить болезни к примеру как спид ну или же вич очень важно шутники в сторону,0.8670457601547241,0.0,0.16886694729328156
505,а можно нескромный вопрос-кем вы работаете,0.9173126816749573,0.0,0.053413331508636475
506,ладно пойду триггерну еще серию или  и спать,0.91965252161026,0.0,0.275139719247818
507,сохраняй брак бросай все и сохраняй,0.9433575868606567,0.0,0.0
508,куда завтра пойдете чтоб расслабиться,0.9867871999740601,0.0,0.04743587225675583
509,почему на юморе так много врачей,0.29422497749328613,0.21207880973815918,0.0
510,почему общая тенденция капиталистического производства ведет не к повышению а к понижению уровня заработной платы,0.6584275364875793,0.0,0.3775506913661957
511,а сколько тебе лет,0.20182321965694427,0.0,0.0
512,а если у вас будет все-все о чем мечтаете-вы будете абсолютно счастливы,0.41490885615348816,0.14415885508060455,0.0
513,что ты понял,0.9965265989303589,0.0,0.0
514,это замечательно,0.014967083930969238,0.9845854640007019,0.0
515,тебе исполнится и ты выйдешь замуж раз и навсегда ,0.30736804008483887,0.0,0.0
516,кто возит запреты в авто где прячете,0.9946250915527344,0.0,0.09535945951938629
517,а давайте скодим и подушку удивим или вам еще рано,0.4378334879875183,0.0,0.0
518,милая а к тебе лучше ручки протягивать или член,0.6001983880996704,0.09535945951938629,0.0
519,иногда,0.9916942119598389,0.0,0.0036036029923707247
520,что не может быть по определению вашего дуального разума,0.8221991658210754,0.0,0.21734751760959625
521,позволяет ли закон россия штаты другие страны отдавать лицензионный dvd просто так не беря плату,0.3276783227920532,0.0,0.4921981394290924
522,что можно из не духовного дарить богу что вы обычно ему дарите,0.4532718360424042,0.0,0.3415925204753876
523,что делать когда из крана идет только горячая вода а холодной нет вообще,0.546748161315918,0.0,0.38492217659950256
524,а у вас был инцест,0.8221991658210754,0.0,0.0
525,кого вы себе завели,0.9724247455596924,0.0,0.08036746829748154
526,металичиские что бы шею не покусали,0.7773098945617676,0.0,0.10088862478733063
527,привет что ты умеешь расскажи о себе,0.19194278120994568,0.0,0.0
528,кстати а че у нас там с перелетами в австралию,0.6001983880996704,0.0,0.0
529,мне нравится ход твоих мыслей  милый я как раз хотела обновить гардероб,0.0,0.5312193632125854,0.0
530,сколько пальцев я показываю,0.7431780099868774,0.0,0.06009664759039879
531,каков смысл вести здоровый образ жизни и не попробовать ничего чтобы умереть здоровым,0.3140605390071869,0.0,0.0
532,интересно какие эмоции испытывает бог читая ветхий завет,0.607673168182373,0.33459946513175964,0.0
533,а как вы зарабатываете в интернете некоторые выбирают покер ставки на спорт а чем вы занимаетесь,0.8267217874526978,0.0,0.19194278120994568
534,спирт можно запивать водкой,0.59267657995224,0.0,0.0
535,у вас так бывает заходишь в вопрос и не знаешь что ответить что тогда делаете,0.9615437984466553,0.0,0.07370626926422119
536,какого хера я в чс,0.607673168182373,0.0,0.6442351341247559
537,и частенько вам приходится сожалеть о содеянном,0.9755869507789612,0.0,0.0
538,стоит ли бороться за свою любовь или молча уйти с поля боя без боя,0.6224693655967712,0.0,0.0
539,про нет сама сделалауже смешно,0.1778208613395691,0.0,0.3998216390609741
540,как сделать так чтоб пятница побыстрей прошла и наступили выходные как ускорить время,0.2814156115055084,0.0,0.20182321965694427
541,или мне ничего не поможет,0.993317186832428,0.0,0.46102678775787354
542,что будет если народ изберет президента с татуировками,0.6791887283325195,0.0,0.0
543,не проще ли убраться тогда из россии в ту страну где нет военной службы и воинской обязанности,0.839743971824646,0.0,0.1732981950044632
544,какая роскошь доступна только вам,0.44553956389427185,0.0,0.2509227991104126
545,под черны пояс белые туфли это нормально,0.91965252161026,0.0,0.08036746829748154
546,почему девушки такие когда им нужен они общаются с тобой а когда нет пользы то перестают общаться и могут даже послать,0.3775506913661957,0.0,0.3775506913661957
547,что можно делать ночью на стадионе,0.9697954058647156,0.0,0.1067005917429924
548,а может ли девушка тетя женщина тдв-шница намокнуть и получить оргазму от посещения и нахождения в тдв,0.23371636867523193,0.0,0.0
549,а вы довольны своей профессией кем хотели стать и кем стали,0.59267657995224,0.0,0.3140605390071869
550,хотел узнать правда что в америке все на кредит,0.754925012588501,0.0,0.13297423720359802
551,допустим путин не участвует в президентских выборах кто победит жириновский зюганов миронов навальный или кто,0.7310686111450195,0.0,0.3415925204753876
552,существует ли магия,0.9992778301239014,0.0,0.026769286021590233
553,флаг какого государства можно перепутать с российским,0.2814156115055084,0.0,0.20690405368804932
554,выражение и негативных эмоций,0.9697954058647156,0.14415885508060455,0.0
555,зайчики не мурчат,0.14805719256401062,0.0,0.0
556,на самолетах боишься летать,0.8311530351638794,0.21734751760959625,0.0
557,а у меня были билеты но я не смог попасть,0.0,0.0,0.5775054097175598
558,лада гранта стоит ли брать или не брать,0.8740872144699097,0.0,0.23371636867523193
559,почему оказалось что людей легче всего купить деньгами,0.33459946513175964,0.0,0.4378334879875183
560,с годами стала замечать что вкус апельсинового сока жестко ассоциируется с мартини у вас тоже так,0.4688006341457367,0.0,0.0
561,женись на поле,0.9956784844398499,0.028446035459637642,0.0
562,какую пользу организму приносит аромо баня,0.5621865391731262,0.0,0.0
563,что такое эволюция,0.9820237755775452,0.21734751760959625,0.0
564,напиться до синих помидоров это как,0.8933194279670715,0.0,0.11921291798353195
565,мы тоже так с бывшим просто дружили ,0.1732981950044632,0.0,0.3007555902004242
566,а теперь можешь все тоже самое только о себе,0.320831298828125,0.23935934901237488,0.0
567,какую справку можно получить у вас,0.8933194279670715,0.09010298550128937,0.0
568,как сделать так чтобы принося пользу обществу приносить пользу себе,0.9755869507789612,0.0,0.05835584178566933
569,а чо было то,0.2814156115055084,0.0,0.0
570,что делать если колонки подключены а на колонках кнопка не горит,0.9324633479118347,0.0,0.0
571,какой у вас любимый цвет,0.15611489117145538,0.523430347442627,0.0
572,есть здесь высокие и стройные а или токмо лысые,0.9591643214225769,0.0,0.10375863313674927
573,короче пиздец,0.0,0.0,0.9949496984481812
574,где работаешь,0.9928885698318481,0.0,0.028446035459637642
575,пошли пиво пить,0.5156299471855164,0.0,0.839743971824646
576,что можно исправить в женщине а что нет,0.5775054097175598,0.0,0.0
577,как у вас с водкой,0.8031837940216064,0.0,0.0
578,простые радости жизни,0.0,0.5078218579292297,0.0
579,я то не изза актуальности а потому что нравится,0.7310686111450195,0.0,0.1294127255678177
580,как часто вы принимаете душ ванну,0.5078218579292297,0.0,0.0
581,какой район,0.9980222582817078,0.0,0.01206377986818552
582,не рискуй,0.9850529432296753,0.0,0.029322227463126183
583,а вы чувствуете разницу между лестью и искренностью или так видно,0.9867871999740601,0.0,0.02518884465098381
584,нашла денег решила взять свежую что лучше шевроле ланос или чери амулет они из иномаврок самые бюджетные,0.0,0.22816647589206696,0.0
585,кажется курящих половина италии,0.9173126816749573,0.1294127255678177,0.0
586,а ты к себе в сон кого впускаешь,0.8991314172744751,0.0,0.0
587,потом исправим,0.8519628047943115,0.0,0.0
588,если есть возможность наловить много живых мух что с ними потом поделать,0.9304682612419128,0.0,0.0
589,что для вас значит телевизор,0.9706977605819702,0.0,0.0
590,о чем вам думать труднее всего,0.3923468291759491,0.0,0.5621865391731262
591,официальныйяблокофон же,0.997894287109375,0.0,0.10088862478733063
592,что надо сделать чтобы ничего не делать философы подскажите,0.9983615279197693,0.0,0.0695517510175705
593,что такое любовь,0.4225146472454071,0.8439050912857056,0.0
594,настроение хорошее отдыхаю еще,0.0,0.983095109462738,0.04604391008615494
595,у вас в начале беременности щимило сердце понижалось сильно ад артериальное давление,0.23371636867523193,0.3702353835105896,0.0
596,милота,0.0,0.9973783493041992,0.0
597,что такое потусторонние силы,0.9304682612419128,0.20182321965694427,0.0
598,я ваще дс не люблю может как персонажи норм но нынче фильмы перебарщивают с депресняком ладно в бетмне а когда в лиге киборга сделали уж слииишком унылым прям жесткий депресняк его гложит в каждой фразе с лицом еще такимв какойто момент фильма я просто перестал пытаться воспринимать серьезно этот перебор и уже это было смешно а не проникновенно,0.0,0.3415925204753876,0.3007555902004242
599,будут отношения с мужчиной у меня в апреле,0.20182321965694427,0.0,0.0
600,он просто за руку взял так крепко что мое сопротивление было безполезно,0.348655104637146,0.0,0.3276783227920532
601,кто оплачивает услуги адвоката в суде,0.8634016513824463,0.0,0.0
602,ооооофрай как твои дела,0.1968362182378769,0.0,0.0
603,будет ли брить строительный нож,0.5775054097175598,0.0,0.1067005917429924
604,почему некоторые реперы не поют а орут особено американцы,0.0,0.6001983880996704,0.3775506913661957
605,что вы ждете от своей дальнейшей жизни,0.6224693655967712,0.08270734548568726,0.0
606,тепепь ты хомячка,0.0,0.3007555902004242,0.0
607,когда у вас поет душа,0.9466066956520081,0.0,0.0
608,какой предмет вам нравиться или нравился в школе,0.585111141204834,0.320831298828125,0.0
609,с трудом ли верите в искренность людей когда они говорят о вас хорошее,0.6001983880996704,0.0,0.11921291798353195
610,а вы чего делаете что бы тело не потело,0.29422497749328613,0.0,0.6442351341247559
611,ладно не переживай пока я побуду твоим парнем а там чего нибудь придумаем,0.7057950496673584,0.0,0.0
612,будешь сосать,0.8774868249893188,0.0,0.0
613,как можно посмотреть чужие файлы на яндекс диске как вообще можно зайти на чужой яндекс диск,0.6791887283325195,0.14034625887870789,0.0
614,как включить принтер,0.9399233460426331,0.0,0.03733688220381737
615,моя родина ссср а у вас какая,0.0,0.1778208613395691,0.0
616,а что лучше переспать или недоесть,0.6723417043685913,0.0,0.14805719256401062
617,бота зеркало нет еще,0.8991314172744751,0.0,0.7122421860694885
618,на худой конец -это как,0.275139719247818,0.0,0.23371636867523193
619,а в чем основное различие католицизма от православия,0.6654205918312073,0.0,0.4843900501728058
620,а если мозг чешется что делать,0.9511522054672241,0.0,0.0
621,что вы умеете предчувствовать,0.538993239402771,0.0,0.30736804008483887
622,как вы думаете кто должен быть главнее в семье мужчина или женщина,0.9591643214225769,0.0,0.0
623,они числятся как участники чата но в реале их нет,0.8962613940238953,0.0,0.46102678775787354
624,несхожи племя бессмертных богов и племя людей что ходят по земле вы согласны с гомером а ведь шлиман нашел трою,0.3276783227920532,0.0,0.7057950496673584
625,при всд можно курить траву,0.9931061863899231,0.0,0.0
626,господи какой пиздец,0.0,0.0,0.9863731861114502
627,как создать фан сайт,0.9841036200523376,0.0,0.0
628,почему жены прихорашиваются только ради чужих мужчин,0.348655104637146,0.0,0.0
629,подскжите пожалуйста сильно ли расходуется трафик при онлайн игре,0.9949496984481812,0.0,0.0
630,при какой температуре сгорают человеческие кости,0.8706072568893433,0.0,0.2568419873714447
631,я начинаю проявлять заботуспамлю всякими милыми штукаминазываю забавными словами,0.0,0.5312193632125854,0.0
632,опять мне скучно,0.0,0.0,0.9697954058647156
633,а почему от любви некоторые дрожат она ж согревает,0.0,0.19194278120994568,0.6370407938957214
634,если я пойду на армейский рукопашный бой меня научат там всему,0.3415925204753876,0.0,0.20182321965694427
635,до какого возраста женщине позволительно сохранять наивность как вы думаете,0.7879412174224854,0.0,0.3557848632335663
636,чего боятся змеи скажите пожалуйста правду чего боятся змеи,0.9993003606796265,0.0,0.0
637,а все таки как отучится дрочить если такие сексуальные вопросы задают,0.5621865391731262,0.0,0.16027602553367615
638,обожаю когда со мной соглашаются,0.3702353835105896,0.8740872144699097,0.0
639,наверное по этому у меня нет друзей я эгоист,0.523430347442627,0.0,0.6001983880996704
640,как ты чем занимаешься,0.9669240117073059,0.032110705971717834,0.0
641,сегодня третий день пасхи работать нельзя еще чем займетесь,0.2509227991104126,0.0,0.0
642,можно ли закусывать немытыми огурцами,0.3775506913661957,0.0,0.0
643,как часто надо чистить напольные ковры,0.9871888160705566,0.0,0.21734751760959625
644,ты еще киберпанк не видела,0.3775506913661957,0.053413331508636475,0.0
645,где вы видели справедливость в этой жизни,0.91965252161026,0.0,0.4378334879875183
646,на скока вы похотливы,0.9450047016143799,0.0,0.04469086229801178
647,а вы умеете прощать вот так чтобы потом не припоминать и не держать где то глубоко внутри,0.6513648629188538,0.0,0.3775506913661957
648,есть ли у вас такие люди с которыми бы хотели изменить отношения на более близкие или наоборот,0.7826725244522095,0.0,0.3140605390071869
649,че делать когда кис-кис заело,0.771853506565094,0.0,0.2814156115055084
650,если женщина психиатор говорит сама на себя что я настоящая дура то кто тогда те кто к ней обращаются,0.771853506565094,0.0,0.0
651,привеееет ,0.0,0.0,0.0
652,должна ли быть женщина активной или нет,0.9124462008476257,0.0,0.0
653,как там какихто км от москвы и вы в россии,0.8175845146179199,0.0,0.08757384121417999
654,как выбрать парфюм который мне подходит,0.7773098945617676,0.0,0.0
655,что такое для вас сахар в,0.9648651480674744,0.2814156115055084,0.0
656,вы толерантны если нет то как вы можете объяснить свое неприязнь,0.9450047016143799,0.0,0.20182321965694427
657,а все-таки в какой позе лучше всего иметь совесть,0.40734341740608215,0.0,0.20690405368804932
658,кофе вы пьете со сливками или без,0.9304682612419128,0.0,0.0
659,в это трудно поверить,0.5698626637458801,0.0,0.38492217659950256
660,да пробуют все на зубок телефоны сумки обувь,0.7879412174224854,0.0,0.21734751760959625
661,что будет если я удалю в всю папку виндус с диска с,0.7122421860694885,0.0,0.0
662,что значит роковое влечение может ли оно быть положительным,0.7057950496673584,0.1778208613395691,0.0
663,что загрязняет воздух,0.8439050912857056,0.11280541121959686,0.0
664,а вы книжки вообще читаеет а какие,0.9019306898117065,0.0,0.09010298550128937
665,хорошая,0.0,1.0000100135803223,1.0000003385357559e-05
666,какой мужчина для женщин лучше умный или мудрый почему,0.0,0.0,0.16886694729328156
667,выпала пломба проглотила теперь в животе зуб вырастет,0.0,0.0,0.29422497749328613
668,а что главное в жизни королевы,0.6513648629188538,0.0,0.14805719256401062
669,вот куда проклятие надо направить,0.9921941161155701,0.0,0.0
670,ты очень близок к политическим темам и я чую желание скатиться в тудане рекомендовываю,0.7826725244522095,0.06755668669939041,0.0
671,ес бы была возможность то сколько собак у вас было и каких пород,0.8519628047943115,0.0,0.09010298550128937
672,когда на улице морозит вы ходите в валенках,0.3629792034626007,0.0,0.2568419873714447
673,куда сходить с девушкой в нижнем новгороде,0.46102678775787354,0.0,0.15611489117145538
674,тебе нравятся брутальные мужикиили хлюпики,0.585111141204834,0.0,0.13661839067935944
675,кто в самп играл,1.0000100135803223,0.0,0.004619571380317211
676,умеют ли красивые парни любить,0.0,0.812877357006073,0.06561483442783356
677,как быстро загореть стоит ли идти в солярий,0.33459946513175964,0.0,0.275139719247818
678,у меня бабушка умерла,0.0,0.0,0.546748161315918
679,ты про шлюху,0.40734341740608215,0.0,0.7826725244522095
680,вы своих начальников сильно любите,0.8670457601547241,0.0,0.0
681,зачем это,0.9553291201591492,0.0,0.7186043858528137
682,простатит инфекционная болезнь,0.7773098945617676,0.0,0.7057950496673584
683,какием образом вы боретесь с ментовским беспределом,0.7606606483459473,0.0,0.19194278120994568
