,sentence,neu_list,pos_list,neg_list
325,в основном в покер,0.839743971824646,0.04337579756975174,0.0
326,тойота возле дома под навесом стоит ездю везде куды проехать удается,0.4921981394290924,0.0,0.0
327,все круто спасибо как твои дела,0.0,0.04469086229801178,0.0
328,и вам не хворать,0.7122421860694885,0.0,0.0
329,лучше в бассейне под руководством хорошего тренера,0.12253321707248688,0.3140605390071869,0.0
330,да на каком угодно почти главное какие языки поддерживает ваш сервер,0.7248802781105042,0.15611489117145538,0.0
331,потому что ты жалок и безпомощен,0.6150978803634644,0.0,0.5312193632125854
332,ни одного наверно так как меня в основном муж и содержит я как-то больше привыкла к такому,0.6513648629188538,0.0,0.2568419873714447
333,очень мало я против безудержного потребления,0.320831298828125,0.0,0.5312193632125854
334,учитель по рисованию работает почти как обычный учитель,0.9688661694526672,0.0,0.1259327530860901
335,любовь это не всегда радость,0.0,0.9219318628311157,0.10088862478733063
336,запах волос моей любимой супруги,0.3415925204753876,0.4688006341457367,0.0
337,психически ненормальные люди предпочитающие секс с трупами,0.812877357006073,0.0,0.11280541121959686
338,победить страх ведь то чего люди боятса живет у них в голове,0.3702353835105896,0.0,0.0
339,вот как раз таки потому что я совершенно не умею играть я завязала с играми на чтото кроме интереса!,0.5312193632125854,0.0,0.0
340,хорошего вечера вам и приятных снофф,0.0,0.8031837940216064,0.0
341,пока всем подружкам не отзвонится вообще не будет слушать,0.4921981394290924,0.0,0.20182321965694427
342,пхех там можно такими владеть,0.0,0.2509227991104126,0.0
343,можно важно правильно расставить акценты и суметь не влюбиться в любовника,0.7431780099868774,0.20690405368804932,0.0
344,уже давно кинуть нужно было щас уже сомневаюсь я,0.6001983880996704,0.0,0.5078218579292297
345,я знаю что ты умничка,0.2568419873714447,0.6370407938957214,0.0
346,вот она конкуренцияpolly vrednayaanna wildangelreads надо было раньше рекламу организовать наши то сразу повыходили,0.8903042674064636,0.14034625887870789,0.0
347,потому что я так хочу,0.06009664759039879,0.6513648629188538,0.0
348,самолеты однозначно тот вид транспорта где я себя не чувствую комфортно,0.9637899398803711,0.10375863313674927,0.0
349,давай добрых,0.8740872144699097,0.03022458776831627,0.0
350,в армию записывает добровольцем,0.7663036584854126,0.0,0.0
351,стань добрым чтоб все любили,0.0,0.1097157895565033,0.0
352,драйвера не нужны проверяй настройки в конкретных программах,0.9648651480674744,0.0,0.07160120457410812
353, о моем настоящем и слегка о будущем,0.9496793746948242,0.0,0.03515484184026718
354,незнаю как насчет нормальности для меня такой вид секса неприемлен,0.7371681928634644,0.15611489117145538,0.0
355,утро идиотов какое то,0.3276783227920532,0.0,0.8670457601547241
356,в северном восточном смотря как рассматривать,0.979677677154541,0.053413331508636475,0.0
357,секс с алкоголем-да но вот любовь с алкоголем что то плохо как то выходило однако,0.0,0.20182321965694427,0.7773098945617676
358,удовлетворение,0.19194278120994568,0.59267657995224,0.0
359,выбор за тобой я здесь ничего не решаю мое дело маленькое,0.9481645226478577,0.0,0.07160120457410812
360,мир к прогрессу россия к упадку как мне кажется,0.3276783227920532,0.0,0.24509501457214355
361,тот которым ты банишь,0.6992644667625427,0.4688006341457367,0.0
362,полы будут гнить после каждого купания придется поднимать и сушить,0.7931159734725952,0.0,0.16027602553367615
363,книги сладенькаяпри пересечении определенного возраста от журнальчиков стало меня подташнивать,0.8840492963790894,0.09269777685403824,0.0
364,бомж с дробовиком хорош,0.0,0.0,0.0
365,некоторые говорят что если начнешь понимать женщину то перестанешь ее любить,0.754925012588501,0.0,0.26285186409950256
366,прикинь жизнь без конвертов,0.7431780099868774,0.0,0.2689514458179474
367,если выпивать то втроем а если любовью то вдвоем в одиночку лучше только зарплату получать,0.7371681928634644,0.0,0.0
368,достать со дна озера байкал клад адмирала колчака золотой запас царской россии,0.2814156115055084,0.0,0.0
369,к противоположной стене чтобы разбежаться,0.9241518378257751,0.0,0.0
370,как ты так покакал сразу видно в детстве лего не было,0.8740872144699097,0.0,0.3415925204753876
371,мужчину с которым этим самым сексом занимаешься,0.5156299471855164,0.0,0.0
372,водку не пью пиво не люблю остается одна радость-секс,0.0,0.5312193632125854,0.0
373,как вызвать список всех админов,0.6723417043685913,0.0,0.1067005917429924
374,hui sosesh,0.9984612464904785,0.0,0.0
375,будем размножаться почкованием,0.7981967926025391,0.0,0.056662432849407196
376,в большинстве случаев!,0.9740526676177979,0.0,0.1824355274438858
377,радость это чувство удовольствия ощущение большого душевного удовлетворения,0.0,0.7879412174224854,0.16886694729328156
378,хотелось бы лучше,0.0,0.8267217874526978,0.0
379,сделанный себе самой но на чужие деньги,0.23371636867523193,0.2509227991104126,0.0
380,у меня есть гараж но авто на улице,0.4378334879875183,0.0,0.0
381,конечно модели это всего лишь вешалки для одежды -слава зайцев,0.8596737384796143,0.0,0.06561483442783356
382,госкомстат я думаю в ростове тебя точно не заинтересует адрес,0.5775054097175598,0.0,0.18714269995689392
383,нет это брак с самоотверженностью в начале и большой любовью в конце,0.9124462008476257,0.056662432849407196,0.0
384,он когда в россии жил был противен,0.9019306898117065,0.0,0.0
385,игроки значит в конце сдаются расслабляются,0.8872146010398865,0.0,0.06561483442783356
386,эт ничего в америке роботам присваивают статус электронной личности,0.6513648629188538,0.0,0.16027602553367615
387,ума нет хоть внешностью похвалятся будем к ни снисходительны как с братьями нашими меньшими,0.275139719247818,0.0,0.3007555902004242
388,это смотря чем бедных если разумом то действительно не особо приятно и смотреть и слушать,0.4378334879875183,0.4843900501728058,0.0
389,тоже смотрю,0.9867871999740601,0.0,0.0
390,лучше к специалисту обратиться а то чистотел ядовитый как бы потом хуже не стало на лице,0.0,0.0,0.538993239402771
391,отдает нотками готики,0.0,0.0,0.20690405368804932
392,тебя не заставят проходить рентген второй раз так что делай где хочешь,0.9173126816749573,0.0,0.19194278120994568
393,уметь с полуслова угадывать желание босса,0.9324633479118347,0.0,0.03623005375266075
394,солидарен,0.9715740084648132,0.0,0.06755668669939041
395,всю себя обожаю массаж можно даже просто пятки почесать я мурлыкать начну,0.0,0.9433575868606567,0.275139719247818
396,каждое существо способно мыслить,0.9845854640007019,0.0,0.09535945951938629
397,денежки,0.9219318628311157,0.0,0.0
398,вот именно,1.0000100135803223,0.000949943671002984,0.0
399,у нас пошел чудок,0.0,0.12253321707248688,0.0
400,какая дружба,0.11597072333097458,0.0,0.0
401,это шикарно,0.0,1.0000100135803223,0.0
402,меня не тошнит,0.0,0.0,0.7773098945617676
403,бывало ли такое что вы писали девушке с которой бы вам хотелось познакомиться поближе но в ответ получали только односложные ответы конечно такие ответы иногда уместны но когда они приходят слишком часто это выводит человека из равновесия есть несколько уловок которые помогут вам получать развернутые ответы от девушек,0.7931159734725952,0.0,0.3702353835105896
404,уже ничего не сделаете или терпеть или сразу уволить только такую дуру еще попробуй уволить,0.33459946513175964,0.0,0.8175845146179199
405,не портить песни замечательного человека,0.7186043858528137,0.22271016240119934,0.0
406,сыграй в кости какое число выпадет за ту партию под этим номером и голосуй,0.9867871999740601,0.0,0.1097157895565033
407,если не отличает слух подключите другие органы сердце например оно наиболее чутко,0.1778208613395691,0.0,0.0
408,не желательно в парфюмерии много эфирных масел толоько если нет другого спирта,0.9099169969558716,0.0,0.06561483442783356
409,брать инициативу в свои мощные руки,0.8221991658210754,0.0,0.1824355274438858
410,тоже верно,0.9626831412315369,0.0,0.0
411,информационно-роазвлекательный ресурс,0.8175845146179199,0.5156299471855164,0.0
412,способность это умение делать талант это умение делать лучше всех,0.7122421860694885,0.0,0.1259327530860901
413,просто не заводить разговоры про политику,0.9669240117073059,0.0,0.546748161315918
414,учить ненавидеть это проецировать ненависть к себе на весь мир,0.14805719256401062,0.0,0.9099169969558716
415,я тоже хочу,0.0,0.9763205647468567,0.0
416,с малиной,0.9836069941520691,0.0,0.0009210511343553662
417,я тоже так считаю,0.9344051480293274,0.0,0.0
418,турецкий гамбит книга наискучнейшая а фильм отличный,0.0,0.5544804334640503,0.0
419,нууууэто когда зарываешься промеж грудей лицом и делаешь так быр бырбыр,0.33459946513175964,0.0,0.20182321965694427
420,неа доказывает что роль социума играет определяющую роль в мировозрении,0.9304682612419128,0.0,0.1520422399044037
421,кто она ей не помогла,0.9879562258720398,0.0,0.0
422,мне кажеться это плечо или шея,0.0,0.6513648629188538,0.21207880973815918
423,общение с любимым человеком вот лучшее средство для профилактики и снятия стрессов,0.4921981394290924,0.5078218579292297,0.0
424,вчера были выпускные ночью приключился салют а я подумал что это пальба,0.0,0.22816647589206696,0.0
425,я покупаю лосось или семгу авокадо креветки или морской коктейль и сыр филадельфию,0.8311530351638794,0.0,0.06009664759039879
426,можно сказать что ничего не знаю о чем речь,0.9149109721183777,0.1778208613395691,0.0
427,это не роскошь а средство передвижения,0.8962613940238953,0.0,0.5000100135803223
428,eyllur недавно ходил со мной в кино,0.8596737384796143,0.16027602553367615,0.0
429,ты чо блять игноришь опять,0.0,0.0,0.9820237755775452
430,здравствуйте,0.9173126816749573,0.0,0.0
431,не переспрашивай,0.9875783920288086,0.0,0.0
432,складываю в тумбочку,0.9926641583442688,0.0,0.0
433,завести киску по имени марта,0.8670457601547241,0.0,0.0
434,бумажные обои самые безопасные,0.07808816432952881,0.23371636867523193,0.0
435,или же вкусы у людей разные а если так компромисс это разноцветные цвета,0.9659096002578735,0.0,0.048867784440517426
436,замени водку самогоном,0.3140605390071869,0.0,0.0
437,поделиться с бедным,0.960371196269989,0.0,0.04743587225675583
438,с любимой все замечательно начиная прогулкой и заканчивая дальней поездкой,0.1097157895565033,0.8962613940238953,0.0
439,прислушиваться к себе когда что-то делаете к ощущениям что не так что не устраивает и менять,0.91965252161026,0.0,0.16886694729328156
440,до ремонта еще не дошли а вот дом сами построили,0.960371196269989,0.0,0.275139719247818
441,любая женщина может прокормить одинокого мужчину это заложено во всех женщинах на генетическом уровне здесь и материнские инстинкты и инстинкты самосохранения когда каждой женщине для защиты хочется иметь возле себя мужчину в настоящий жизни эта защита может даже выражаться в том чтобы донести тяжелую сумку или любая другая мужская услуга а также никуда не деть стремление женщины к желанию создать семью и иметь партнера в личной жизни у некоторых женщин присутствует так называемая пресловутая женская жалость - все реже встречается но тем не менее бывает поэтому прокормить может но вот качество этой кормежки и то что будет подразумеваться под словом - корм это уже зависит от благосостояния женщины и от ее образа жизни,0.59267657995224,0.0,0.21734751760959625
442,клопа покормить,0.6224693655967712,0.0,0.0
443,гражданский брак это самое большое на что вы можете рассчитывать,0.839743971824646,0.0,0.13661839067935944
444,в la grande seductrice; francoise edition,0.9697954058647156,0.24509501457214355,0.0
445,ну ладно,0.607673168182373,0.0,0.01972912810742855
446,да это точно ровесники мучаются сейчас изза этого ибо уделяли время либо только школе либо только тусовкамне знают чего хотят от жизни,0.5544804334640503,0.0,0.3775506913661957
447,да можно стать только,0.6370407938957214,0.0,0.23935934901237488
448,просто магазин для клавы а для мышки отдельно,0.6370407938957214,0.13661839067935944,0.0
449,а это уже зависит от людей,0.8558611869812012,0.0,0.546748161315918
450,ну вот а че тогда спрашиваешь помню ли я тебя,0.6442351341247559,0.0,0.14415885508060455
451,чтоб мотать им нервы раз они не интересуются,0.5621865391731262,0.0,0.546748161315918
452,и плотный прием пищи перед употреблением алкоголя,0.4225146472454071,0.0,0.7310686111450195
453,мне она не нравится нет мелодичности,0.6926519870758057,0.13661839067935944,0.0
454,ангелочек я всегда это мое перманентное состояние ты же знаешь,0.0,0.320831298828125,0.275139719247818
455,говядинка но рыба все равно лучше,0.0,0.7186043858528137,0.0
456,тебе нравятся квесты,0.9669240117073059,0.0,0.0
457,конечно приятно особенно когда сам скучаешь и ждешь-не дождешься встречи с любимой,0.0,0.9466066956520081,0.0
458,для начала стань самим собой-чтобы другим стать,0.9566442370414734,0.0,0.0
459,только через суд он же назначит и перекомиссию,0.8706072568893433,0.0,0.1097157895565033
460,в нормальной семье с благословения родителей ни в коем случае не против родительской линии,0.3415925204753876,0.0,0.1067005917429924
461,значит нодо искать того кто будет достовлять организму полное удовлетворение,0.3629792034626007,0.26285186409950256,0.0
462,свежестью,0.9965265989303589,0.0,0.0
463,приличные люди общаемся только через адвоката,0.7248802781105042,0.0,0.13297423720359802
464,или тебе напомнить наш разговор,0.9958112239837646,0.0,0.07808816432952881
465,после каждой попытки исследовать чужие файлы,0.839743971824646,0.0,0.0
466,в принципе да но лучше макароны,0.3775506913661957,0.0,0.0
467,ойна словах вы все всегда принципулькиа на деле,0.0,0.0,0.1968362182378769
468,память твоя куриная,0.6654205918312073,0.0,0.0
469,надо новый теперь покупать,0.9241518378257751,0.0,0.13297423720359802
470,скажем так стимулировать нервную систему челоэка,0.9304682612419128,0.0,0.13661839067935944
471,надо было писать так бы выиграла,0.9724247455596924,0.0,0.08270734548568726
472,увлажняющим детским с ромашкой,0.1067005917429924,0.0,0.0
473,фамилия бобров,0.7248802781105042,0.0,0.0
474,ничего от не избавиться,0.4843900501728058,0.0,0.7248802781105042
475,просто залить соусом и в духовку,0.5544804334640503,0.0,0.41490885615348816
476,либо им надо родиться или сильно трудиться,0.33459946513175964,0.0,0.0
477,не всех мужчин пугает женщина с ребенком пугает тех мужчин которые боятся ответственности или тех кто боится что женщина этого ребенка будет любить больше чем совместного или женщина больше не захочет иметь детей это основные страхи,0.5078218579292297,0.0,0.0
478,по всякому бывает если мне интересен этот человек то конечно предлагаю,0.8634016513824463,0.0,0.1097157895565033
479,в основном,0.9099169969558716,0.0,0.0
480,выборов начальника полиции в россии никогда не было но если введут я за,0.9284188151359558,0.0,0.0980893224477768
481,любой что нравиться самой,0.585111141204834,0.5544804334640503,0.0
482,коричневая серо-коричневая сливовая фиолетовая,0.38492217659950256,0.8439050912857056,0.0
483,подвешиваю других это да в зависимом состоянии не нравится,0.839743971824646,0.1520422399044037,0.0
484,поэтому ты об этом говоришь в чате эт норм некоторые считают важным сообщить что им не важно,0.839743971824646,0.0,0.1520422399044037
485,да уметь договорами заниматься накладными счф и прочим,0.8267217874526978,0.0,0.0
486,так носят чтобы попа казалась больше,0.0,0.0,0.38492217659950256
487,воть так,0.9996640086174011,0.0,0.0
488,можно но надо помнить о помехе с права,0.9539760947227478,0.08757384121417999,0.0
489,еще охота друзья и пиво,0.3276783227920532,0.0,0.0
490,и не только волосы так же ноги руки зубы носы это не рельно выпрямить волосы навсегда,0.6001983880996704,0.0,0.4532718360424042
491,сделай международное осаго и потверди его потом в любой нашей страховой,0.7490972280502319,0.0,0.0
492,нет в искусстве нет ничего дурного,0.7879412174224854,0.0,0.6723417043685913
493,а нафига они вообще вам в больнице и так каждый месяц взвешивают пустая трата денег,0.0,0.0,0.538993239402771
494,размести объявление в час пик,0.9808859825134277,0.0,0.029322227463126183
495,протравить радиатор кислотой,0.9890230894088745,0.031153826043009758,0.0
496,да после их травки не только на математику тянет,0.6370407938957214,0.0,0.2689514458179474
497,евреи на украину везут деньги а украинцы едут к евреям за деньгами,0.0,0.0,0.6723417043685913
498,сначала успокоишся а потом уснешь вообщем ничего особенного,0.41490885615348816,0.0,0.16886694729328156
499,ночевать тут зачем домой идти,0.8740872144699097,0.0,0.7057950496673584
500,лучше хорошего секса с любимой женщиной нет колыбельной,0.0,0.9263137578964233,0.0
501,страх перед бессонницей,0.6584275364875793,0.0,0.0
502,возможно в некоторой степени добавьте еще поливитамины,0.9566442370414734,0.0,0.1824355274438858
503,конечно передача венерических заболеваний происходит через слизистые оболочки,0.23935934901237488,0.0,0.4225146472454071
504,домомучительница временно а вообще бортпроводник,0.6859594583511353,0.16027602553367615,0.0
505,хорошего просмотра и спокойной ночи,0.0,0.1968362182378769,0.0
506,а шо он разводится,0.0,0.0,0.5156299471855164
507,на работу она очень расслабляет к концу раб дня пятницы,0.3557848632335663,0.22816647589206696,0.0
508,поверь пациентов больше,0.9859463572502136,0.0,0.061885979026556015
509,потому что цель капитала повышение прибавочной стоимости,0.8080772161483765,0.048867784440517426,0.0
510,это у меня пока не всегда получается я знаю много слов но заниматься их подсчетом - занятие не имеющее смысла,0.4225146472454071,0.0,0.0
511,сразу всю разделю и подарю дальше,0.6926519870758057,0.0,0.11597072333097458
512,это пусть тебе твоя совесть подскажет,0.8354935646057129,0.0,0.0
513,дмитрий журавлев,0.7981967926025391,0.0,0.0
514,и не будешь смотреть на других парней и флиртовать с ними,0.91965252161026,0.0,0.08270734548568726
515,мы давно уже все делаем на автопилоте,0.7431780099868774,0.0,0.523430347442627
516,мне уже не рано спокойной ночи спасибо за улыбки а то настроение было совсем тоскливое,0.0,0.0,0.16027602553367615
517,ручки а остальное я сама найду,0.2814156115055084,0.0,0.0
518,иногда горбинкой или дубинкой,0.3276783227920532,0.0,0.5698626637458801
519,у него будет много хлопот поездки очень напряженная жизнь в конце года его ждет большая удача,0.23371636867523193,0.607673168182373,0.0
520,безусловно и никакие документы не нужны-ваше право это подарок,0.7981967926025391,0.0,0.275139719247818
521,утку вчера запекала можешь ничего не брать не обьешь,0.3140605390071869,0.0,0.538993239402771
522,налить ванну и пока остынет посидеть в ответах а завтра звонить в жкх,0.41490885615348816,0.0,0.3276783227920532
523,нет но в процессе могу тебя сестренкой называть если хошь,0.7981967926025391,0.0,0.1259327530860901
524,черный что бы с фраком сочиталось,0.4378334879875183,0.0,0.0
525,вампирчики,0.771853506565094,0.275139719247818,0.0
526,у меня есть целый список команд - достаточно нажать на кнопку со знаком вопроса,0.8933194279670715,0.0,0.0
527,кстати щас без понятия,0.9362950325012207,0.0,0.0
528,ну вот а ты говорила не надо,0.9850529432296753,0.0,0.0
529,вам сколько,0.8903042674064636,0.0,0.020974241197109222
530,нет смысла вы правы нужно свой дух обогащать познанием о христе а не только тело,0.8080772161483765,0.0,0.4843900501728058
531,иисус многое что рассказал иудеям из библии за что его и распяли,0.6001983880996704,0.0,0.1732981950044632
532,я фрилансером работал,0.9958112239837646,0.0,0.0
533,музыку что звучит в душе когда любишь,0.8558611869812012,0.19194278120994568,0.0
534,я стараюсь к интересным людям заходить а им есть что ответить ну на худой конец пашутить,0.2689514458179474,0.0,0.3775506913661957
535,я не об этом,0.9863731861114502,0.0,0.02518884465098381
536,нет я всегда действую осознанно но если жалею то только о зря потраченном времени иногда,0.4688006341457367,0.0,0.3923468291759491
537,всегда нужно бороться,0.9241518378257751,0.0,0.027595279738307
538,а почему тут заговорили так у меня желание появилось и идея либо портировать приложение либо самому написать думаю что это приложение легко сделать а весить будет много только изза картинок в нем потому и удивлен про сама сделала наверное тоже дилетантом выгляжу теперь в ваших глазах,0.7879412174224854,0.0,0.15611489117145538
539,шампунь с активатором роста волос фирма золотой шелк помогает,0.38492217659950256,0.20182321965694427,0.0
540,каким образом,0.9659096002578735,0.0,0.0
541,такого в принципе не может быть у нас президентов назначают,0.8903042674064636,0.0,0.1067005917429924
542,вообще то при получении загранпаспорта требуется военный билет,0.7310686111450195,0.0,0.1067005917429924
543,мне доступно счастье общаться с тем кого люблю всем сердцем,0.0,0.7431780099868774,0.0
544,да если добавишь какой нибудь дополнительно белый аксессуар например серьги,0.8740872144699097,0.0,0.2509227991104126
545,потому что понимают что тебе все равно с кем общаться в одиночестве не останешься,0.5312193632125854,0.0,0.6513648629188538
546,нет он не рассчитан на вакуум,0.8933194279670715,0.0,0.12253321707248688
547,я почитать как тетки тебе врать будут,0.0,0.0,0.1732981950044632
548,хотела стать программистом выучилась а теперь домохозяйка надеюсь что пока,0.3415925204753876,0.0,0.3415925204753876
549,много чего да,0.9942797422409058,0.0,0.008071991614997387
550,мне из них не нравится ни один не внушает доверия а навальный меньше всего,0.3923468291759491,0.14034625887870789,0.0
551,да конечно существует но все в это верят пока не столкнутся с его действием,0.6584275364875793,0.0,0.44553956389427185
552,сербия словакия словения хорватия нидерланды франция- цвета да а сам флаг не похож,0.607673168182373,0.0,0.16886694729328156
553,так можешь на когото поругаться,0.9324633479118347,0.08036746829748154,0.0
554,так я то котик,0.9073222279548645,0.0,0.0
555,я с самого детства предпочитаю самолеты другим транспортным средствам я про дальние расстояния,0.8519628047943115,0.0,0.22816647589206696
556,нас с отцом в платиновый сектор пригласили,0.9697954058647156,0.0,0.038476187735795975
557,думаю нет внешне не очень да и по характеристикам так себе,0.4843900501728058,0.0,0.4378334879875183
558,всегда покупают тем чего у человека нетздравствуйте ирина,0.8706072568893433,0.0,0.0
559,видимо я старше вкус любого спиртного с затяжкой сигареты ассоциируется,0.6859594583511353,0.0,0.0
560,у нас свободный секс,0.9433575868606567,0.0,0.0
561,польза как и от обычной просто комфортнее дышать,0.8872146010398865,0.0,0.1824355274438858
562,это когда революцию устраивает не народ а само правительство как это к примеру сделал ельцин,0.8933194279670715,0.0,0.15611489117145538
563,это когда на пасху помидоры начинаешь красить вместо яиц,0.3702353835105896,0.30736804008483887,0.0
564,крепись,0.8354935646057129,0.048867784440517426,0.0
565,как тебя мама называет,0.9466066956520081,0.014967083930969238,0.0
566,если надо то хоть каждый месяц доза облучения там ничтожна,0.6992644667625427,0.0,0.0
567,тоже терпеть не могу торренты с дурацкими раздачами сидами и рейтингами,0.3140605390071869,0.0,0.3557848632335663
568,бред сумасшедшего:,0.0,0.0,0.4921981394290924
569,заткнуть уши детям,0.8080772161483765,0.0,0.0
570,ненавижу переносить жару в городе плохо действует,0.44553956389427185,0.0,0.8740872144699097
571,канешна есть астальные все мелкие и низкожопные,0.29422497749328613,0.0,0.3415925204753876
572,я все ж таки у бп склоняюсь у меня было такое,0.0,0.348655104637146,0.0
573,разве я похожа на врунишку вот-те крест,0.6926519870758057,0.0,0.0
574,он уже отработал на сегодня,0.8872146010398865,0.0,0.11280541121959686
575,как и у женщин первым делом мозги или их отсутствие,0.0,0.0,0.538993239402771
576,вода как положено и вкусная,0.348655104637146,0.9539760947227478,0.0
577,может быть стоит просто провести время с близкими,0.6370407938957214,0.0,0.19194278120994568
578,приятного просмотра,0.1968362182378769,0.7122421860694885,0.0
579,душ-раз в день точно иногда-два ванну не принимаю вобще-падает давление и могу потерять сознание,0.29422497749328613,0.0,0.44553956389427185
580,дмитрий тоже отлично,0.0,0.4532718360424042,0.0
581,и пропустила сообщение,0.9770326614379883,0.0,0.03515484184026718
582,видно конечно сразу но многие и искренней похвалы боятся на всякий случай,0.6992644667625427,0.0,0.1294127255678177
583,рено логан тогда уж но не китайца точно,0.7490972280502319,0.0,0.0
584,с подами уже половина россии,0.8519628047943115,0.0,0.034110426902770996
585,а меня никто и не спрашивает заходят как к себе домой,0.8080772161483765,0.0,0.38492217659950256
586,обязательно,0.9990989565849304,0.03309597820043564,0.0
587,укокошить вашего начальника водоканала вода думаю появится,0.7371681928634644,0.0,0.11280541121959686
588,средство отдыха а иногда просто включаю чтобы небыло тихо,0.18714269995689392,0.0,0.5312193632125854
589,поздний вечер особенно летний,0.38492217659950256,0.0,0.0
590,а у меня ондатра та что я хз,0.7663036584854126,0.0,0.0
591,подсказываю чтобы ничего не делать надо ничего не делать,0.9841036200523376,0.0,0.5078218579292297
592,любви нет есть привязанность к человеку которую за частую путают с любовью,0.16886694729328156,0.21207880973815918,0.0
593,отдых это класс,0.0,0.9921941161155701,0.0
594,это все на гормональном уровне,0.6926519870758057,0.3702353835105896,0.0
595,я тебя не представляю конечно но могу представить абстрактную девченку которая ходит по комнате и бубнит недовольная,0.23371636867523193,0.0,0.4843900501728058
596,нормальные баночки и содержимое нормальное анализы иду сдавать,0.6370407938957214,0.0,0.29422497749328613
597,я вообще депрессивное стараюсь не смотреть потому что грозит обезвоживание,0.0,0.16027602553367615,0.585111141204834
598,нет отношений не будет напишите в мае были отношения или нет как вам здесь напророчили,0.9124462008476257,0.0,0.6150978803634644
599,хахну я так и подумал,0.1968362182378769,0.0,0.0
600,в гражданском судопроизводстве виновная сторона в уголовном государство или кто угодно,0.812877357006073,0.0,0.607673168182373
601,хэй привет,0.0,0.0,0.0
602,будет любой нож можно заточить до бритья,0.2689514458179474,0.11921291798353195,0.0
603,потому что в каждом из нас есть животные инстинкты таки м образом они дают о себе знать,0.8267217874526978,0.0,0.14415885508060455
604,налоги и для мужиков служба отечеству,0.9099169969558716,0.0,0.0
605,сейчас приду домой и буду триггер писать,0.6791887283325195,0.0,0.1824355274438858
606,когда любимый рядом когда обнимет взглядом тогда поет душа,0.14805719256401062,0.9566442370414734,0.0
607,нравятся те уроки где нормальные учителя и хорошо объясняют темы а все остольные не очень,0.6150978803634644,0.0,0.320831298828125
608,наоборот удивляюсь когда говорят плохо,0.3702353835105896,0.0,0.3702353835105896
609,конечно потакаю во всем и в отношениях тоже но иногда и уступаю как без этого,0.0,0.0,0.4688006341457367
610,занято уже,0.9284188151359558,0.048867784440517426,0.0
611,и как вы себе это представляете,0.6859594583511353,0.0,0.3998216390609741
612,никак доступ к открытым только файлам по ссылкам на них,0.9450047016143799,0.0,0.14415885508060455
613,в розетку подключить и кнопку нажать,0.9481645226478577,0.0,0.0
614,я родился в ссср а живу в россии значит обе и являются родинами,0.24509501457214355,0.26285186409950256,0.0
615,по-моему они не ядовитые но пробовать я бы не стала,0.0,0.0,0.3775506913661957
616,еще бы в гч позвала ахахах,0.0,0.6992644667625427,0.0
617,так же как худой мир лучше хорошей войны,0.0,0.7931159734725952,0.06755668669939041
618,я вообще ни чем свистеть не умею,0.0,0.0,0.8221991658210754
619,книжку почитаю и мастера вызову,0.8634016513824463,0.0,0.0
620,умею конеш всигда отдаю сибе отчет что где когда с кем и скока пить,0.38492217659950256,0.0,0.275139719247818
621,никто равноправный союз на основе любви и доверии,0.8354935646057129,0.0,0.06372499465942383
622,боты в общем,0.9986429810523987,0.0,0.2689514458179474
623,сомневаюсь я что боги топтали землю им же здеся не климатит,0.0,0.0,0.6859594583511353
624,можно курить и при всд и при дсв и пока башню не сорвет удачи,0.6001983880996704,0.0,0.0
625,для меня он не плохой актер в принципе,0.6791887283325195,0.0,0.607673168182373
626,только искренне уверовав во христа и приняв его праведность своими силами это не возможно,0.38492217659950256,0.0,0.1968362182378769
627,я полагаю основным критерием симпатии женщин к мужчинам является не голубоглазость и высота роста длинна большинству женщин нравятся мужчины полигамы ибо они обладают умом шармом и особыми качествами привлечения женщин это мужчины - хищники и охотники если женщина им приглянулась они как ястреб на мышку нападают на нее и редко отступаются пока не добьются своего знаю о чем говорю поскольку у меня был такой приятель он не был высок голубоглаз как говорят - мужчина должен быть слегка пьян вонюч и чуть красивее крокодила гены но в охоте на женщин он был неутомим и практически каждый день возил к себе на обед в гараж где он на втором этаже сделал евроремонт новую женщину и ведь таких красоток никогда даже не поверишь если не увидишь сам это мое личное мнение,0.3702353835105896,0.0,0.0
628,в волгограде тоже выращиваем и арбузы и дыни кстати россия,0.287777841091156,0.0,0.0
629,кости не горят минеральная основа остается,0.4921981394290924,0.0,0.18714269995689392
630,жиза тоже самое правда я еще и начинаю рисовать этого человека или картиночки ему,0.839743971824646,0.0,0.13661839067935944
631,и не стоит говорить всем о том что тебе скучно,0.6442351341247559,0.0,0.41490885615348816
632,потому что жизнь заставляет быть кем-то выбор профессий достаточно велик,0.6791887283325195,0.16452647745609283,0.0
633,прикладом по голове ударят и на этом обучение закончится,0.287777841091156,0.2689514458179474,0.0
634,если есть что сохранять пусть сохраняет пока живет,0.8962613940238953,0.0,0.0
635,они всего боятся что не могут съесть если только это не голодная анаконда,0.5775054097175598,0.0,0.46102678775787354
636,а зачем отучаться что естественно то не безобразно,0.8267217874526978,0.0,0.19194278120994568
637,хочешь послушать анекдот,0.9990700483322144,0.0,0.0
638,разве эгоизм это плохо любить себя не каждый может,0.546748161315918,0.0,0.6370407938957214
639,бездельничаю,0.9820237755775452,0.0,0.0229873675853014
640,пойду с сыном гулять поиграю в любимую онлайн игру поучу языки,0.6992644667625427,0.13297423720359802,0.0
641,можно особенно с грядки прямо да помидорчик с укропчиком никакая икра не заменит,0.0,0.546748161315918,0.13661839067935944
